Date,Price
2023-06-08,1040.00
2023-06-09,1055.00
2023-06-12,1056.00
2023-06-13,1074.00
2023-06-14,1079.00
2023-06-15,1094.00
2023-06-16,1076.00
2023-06-19,1065.00
2023-06-20,1078.00
2023-06-21,1138.00
2023-06-22,1216.00
2023-06-23,1240.00
2023-06-26,1233.00
2023-06-27,1183.00
2023-06-28,1138.00
2023-06-29,1112.00
2023-06-30,1091.00
2023-07-03,1068.00
2023-07-04,1044.00
2023-07-05,994.00
2023-07-06,993.00
2023-07-07,1009.00
2023-07-10,1024.00
2023-07-11,1032.00
2023-07-12,1088.00
2023-07-13,1103.00
2023-07-14,1090.00
2023-07-17,1073.00
2023-07-18,1037.00
2023-07-19,1004.00
2023-07-20,977.00
2023-07-21,978.00
2023-07-24,967.00
2023-07-25,962.00
2023-07-26,1067.00
2023-07-27,1097.00
2023-07-28,1110.00
2023-07-31,1127.00
2023-08-01,1150.00
2023-08-02,1123.00
2023-08-03,1128.00
2023-08-04,1136.00
2023-08-07,1145.00
2023-08-08,1142.00
2023-08-09,1144.00
2023-08-10,1137.00
2023-08-11,1129.00
2023-08-14,1135.00
2023-08-15,1166.00
2023-08-16,1233.00
2023-08-17,1247.00
2023-08-18,1237.00
2023-08-21,1223.00
2023-08-22,1194.00
2023-08-23,1151.00
2023-08-24,1110.00
2023-08-25,1080.00
2023-08-29,1107.00
2023-08-30,1094.00
2023-08-31,1086.00
2023-09-01,1065.00
2023-09-04,1083.00
2023-09-05,1063.00
2023-09-06,1081.00
2023-09-07,1141.00
2023-09-08,1186.00
2023-09-11,1209.00
2023-09-12,1235.00
2023-09-13,1290.00
2023-09-14,1340.00
2023-09-15,1381.00
2023-09-18,1439.00
2023-09-19,1526.00
2023-09-20,1584.00
2023-09-21,1569.00
2023-09-22,1593.00
2023-09-25,1614.00
2023-09-26,1694.00
2023-09-27,1752.00
2023-09-28,1716.00
2023-09-29,1701.00
2023-10-02,1737.00
2023-10-03,1780.00
2023-10-04,1778.00
2023-10-05,1827.00
2023-10-06,1929.00
2023-10-09,1991.00
2023-10-10,1983.00
2023-10-11,1948.00
2023-10-12,1935.00
2023-10-13,1945.00
2023-10-16,1972.00
2023-10-17,2058.00
2023-10-18,2105.00
2023-10-19,2071.00
2023-10-20,2046.00
2023-10-23,2017.00
2023-10-24,1949.00
2023-10-25,1832.00
2023-10-26,1662.00
2023-10-27,1563.00
2023-10-30,1502.00
2023-10-31,1459.00
2023-11-01,1401.00
2023-11-02,1385.00
2023-11-03,1462.00
2023-11-06,1523.00
2023-11-07,1559.00
2023-11-08,1530.00
2023-11-09,1598.00
2023-11-10,1643.00
2023-11-13,1655.00
2023-11-14,1662.00
2023-11-15,1688.00
2023-11-16,1758.00
2023-11-17,1820.00
2023-11-20,1817.00
2023-11-21,1796.00
2023-11-22,1755.00
2023-11-23,1855.00
2023-11-24,2102.00
2023-11-27,2259.00
2023-11-28,2391.00
2023-11-29,2696.00
2023-11-30,2937.00
2023-12-01,3192.00
2023-12-04,3346.00
2023-12-05,3143.00
2023-12-06,2848.00
2023-12-07,2495.00
2023-12-08,2483.00
2023-12-11,2509.00
2023-12-12,2551.00
2023-12-13,2438.00
2023-12-14,2411.00
2023-12-15,2348.00
2023-12-18,2288.00
2023-12-19,2219.00
2023-12-20,2150.00
2023-12-21,2087.00
2023-12-22,2094.00
2024-01-02,2093.00
2024-01-03,2091.00
2024-01-04,2086.00
2024-01-05,2110.00
2024-01-08,2022.00
2024-01-09,1875.00
2024-01-10,1664.00
2024-01-11,1554.00
2024-01-12,1460.00
2024-01-15,1360.00
2024-01-16,1324.00
2024-01-17,1308.00
2024-01-18,1357.00
2024-01-19,1503.00
2024-01-22,1518.00
2024-01-23,1473.00
2024-01-24,1507.00
2024-01-25,1499.00
2024-01-26,1518.00
2024-01-29,1460.00
2024-01-30,1397.00
2024-01-31,1398.00
2024-02-01,1388.00
2024-02-02,1407.00
2024-02-05,1436.00
2024-02-06,1516.00
2024-02-07,1487.00
2024-02-08,1473.00
2024-02-09,1545.00
2024-02-12,1572.00
2024-02-13,1585.00
2024-02-14,1582.00
2024-02-15,1581.00
2024-02-16,1610.00
2024-02-19,1629.00
2024-02-20,1632.00
2024-02-21,1676.00
2024-02-22,1752.00
2024-02-23,1866.00
2024-02-26,1871.00
2024-02-27,1899.00
2024-02-28,2041.00
2024-02-29,2111.00
2024-03-01,2203.00
2024-03-04,2297.00
2024-03-05,2291.00
2024-03-06,2176.00
2024-03-07,2251.00
2024-03-08,2345.00
2024-03-11,2377.00
2024-03-12,2315.00
2024-03-13,2370.00
2024-03-14,2350.00
2024-03-15,2374.00
2024-03-18,2419.00
2024-03-19,2392.00
2024-03-20,2284.00
2024-03-21,2240.00
2024-03-22,2196.00
2024-03-25,2123.00
2024-03-26,1989.00
2024-03-27,1845.00
2024-03-28,1821.00
2024-04-02,1714.00
2024-04-03,1711.00
2024-04-04,1669.00
2024-04-05,1628.00
2024-04-08,1594.00
2024-04-09,1570.00
2024-04-10,1587.00
2024-04-11,1690.00
2024-04-12,1729.00
2024-04-15,1730.00
2024-04-16,1779.00
2024-04-17,1844.00
2024-04-18,1901.00
2024-04-19,1919.00
2024-04-22,1882.00
2024-04-23,1804.00
2024-04-24,1774.00
2024-04-25,1743.00
2024-04-26,1721.00
2024-04-29,1684.00
2024-04-30,1685.00
2024-05-01,1688.00
2024-05-02,1774.00
2024-05-03,1876.00
2024-05-07,2083.00
2024-05-08,2203.00
2024-05-09,2166.00
2024-05-10,2129.00
2024-05-13,2066.00
2024-05-14,1993.00
2024-05-15,1889.00
2024-05-16,1817.00
2024-05-17,1844.00
2024-05-20,1847.00
2024-05-21,1829.00
2024-05-22,1804.00
2024-05-23,1796.00
2024-05-24,1797.00
2024-05-28,1784.00
2024-05-29,1790.00
2024-05-30,1801.00
2024-05-31,1815.00
2024-06-03,1808.00
2024-06-04,1813.00
2024-06-05,1852.00
2024-06-06,1869.00
2024-06-07,1881.00
2024-06-10,1883.00
2024-06-11,1831.00
2024-06-12,1836.00
2024-06-13,1942.00
2024-06-14,1948.00
2024-06-17,1948.00
2024-06-18,1961.00
2024-06-19,1943.00
2024-06-20,1984.00
2024-06-21,1997.00
2024-06-24,1973.00
2024-06-25,1926.00
2024-06-26,1964.00
2024-06-27,2031.00
2024-06-28,2050.00
2024-07-01,2158.00
2024-07-02,2179.00
2024-07-03,2064.00
2024-07-04,2021.00
2024-07-05,1966.00
2024-07-08,1940.00
2024-07-09,1894.00
2024-07-10,1939.00
2024-07-11,1947.00
2024-07-12,1997.00
2024-07-15,1993.00
2024-07-16,1942.00
2024-07-17,1890.00
2024-07-18,1912.00
2024-07-19,1902.00
2024-07-22,1896.00
2024-07-23,1869.00
2024-07-24,1864.00
2024-07-25,1834.00
2024-07-26,1808.00
2024-07-29,1797.00
2024-07-30,1762.00
2024-07-31,1708.00
2024-08-01,1668.00
2024-08-02,1675.00
2024-08-05,1677.00
2024-08-06,1685.00
2024-08-07,1698.00
2024-08-08,1683.00
2024-08-09,1670.00
2024-08-12,1655.00
2024-08-13,1670.00
2024-08-14,1728.00
2024-08-15,1692.00
2024-08-16,1691.00
2024-08-19,1708.00
2024-08-20,1735.00
2024-08-21,1759.00
2024-08-22,1768.00
2024-08-23,1762.00
2024-08-27,1721.00
2024-08-28,1755.00
2024-08-29,1827.00
2024-08-30,1814.00
2024-09-02,1919.00
2024-09-03,1947.00
2024-09-04,1902.00
2024-09-05,1919.00
2024-09-06,1941.00
2024-09-09,1958.00
2024-09-10,1941.00
2024-09-11,1963.00
2024-09-12,1927.00
2024-09-13,1890.00
2024-09-16,1896.00
2024-09-17,1901.00
2024-09-18,1890.00
2024-09-19,1976.00
2024-09-20,1977.00
2024-09-23,1999.00
2024-09-24,2014.00
2024-09-25,2016.00
2024-09-26,2091.00
2024-09-27,2110.00
2024-09-30,2084.00
2024-10-01,2030.00
2024-10-02,1978.00
2024-10-03,1941.00
2024-10-04,1928.00
2024-10-07,1907.00
2024-10-08,1860.00
2024-10-09,1799.00
2024-10-10,1790.00
2024-10-11,1809.00
2024-10-14,1814.00
2024-10-15,1766.00
2024-10-16,1676.00
2024-10-17,1594.00
2024-10-18,1576.00
2024-10-21,1546.00
2024-10-22,1480.00
2024-10-23,1445.00
2024-10-24,1417.00
2024-10-25,1410.00
2024-10-28,1382.00
2024-10-29,1402.00
2024-10-30,1395.00
2024-10-31,1388.00
2024-11-01,1378.00
2024-11-04,1374.00
2024-11-05,1405.00
2024-11-06,1427.00
2024-11-07,1451.00
2024-11-08,1495.00
2024-11-11,1558.00
2024-11-12,1634.00
2024-11-13,1630.00
2024-11-14,1692.00
2024-11-15,1785.00
2024-11-18,1756.00
2024-11-19,1627.00
2024-11-20,1616.00
2024-11-21,1576.00
2024-11-22,1537.00
2024-11-25,1529.00
2024-11-26,1581.00
2024-11-27,1509.00
2024-11-28,1419.00
2024-11-29,1354.00
2024-12-02,1298.00
2024-12-03,1237.00
2024-12-04,1180.00
2024-12-05,1160.00
2024-12-06,1167.00
2024-12-09,1168.00
2024-12-10,1156.00
2024-12-11,1106.00
2024-12-12,1055.00
2024-12-13,1051.00
2024-12-16,1071.00
2024-12-17,1053.00
2024-12-18,1028.00
2024-12-19,976.00
2024-12-20,990.00
2024-12-23,994.00
2024-12-24,997.00
